run_name,seed,model_id,n_layer,n_head,n_embd,batch_size,n_params,checkpoint_idx,checkpoint_tokens_target,train_tokens_real,val_loss,val_ppl,mu_landscape,flops_estimate,d_over_n,dataset_name,dataset_config,tokenizer_name
s0_L2_H2_E96_B128_T8570000,0,L2_H2_E96,2,2,96,128,5060832,19,8570000,8585216,7.036835336685181,1137.7812086698075,0.16348656732589006,260690015158272.0,1.6964040695284885,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H2_E96_B128_T12000000,0,L2_H2_E96,2,2,96,128,5060832,20,12000000,12009472,6.8920999526977536,984.4665813391932,0.1679937858134508,364667521204224.0,2.373023249932027,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T20000,0,L2_H4_E112,2,4,112,128,5947312,1,20000,32768,10.693647003173828,44074.955744656596,0.08202970959246159,1169289117696.0,0.005509715985978204,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T28000,0,L2_H4_E112,2,4,112,128,5947312,2,28000,32768,10.693114805221558,44051.50538413335,0.07810815423727036,1169289117696.0,0.005509715985978204,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T39000,0,L2_H4_E112,2,4,112,128,5947312,3,39000,49152,10.630182838439941,41364.68756370963,0.058375139720737934,1753933676544.0,0.008264573978967306,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T55000,0,L2_H4_E112,2,4,112,128,5947312,4,55000,65536,10.579934406280518,39337.5340233275,0.046494423411786556,2338578235392.0,0.011019431971956407,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T77000,0,L2_H4_E112,2,4,112,128,5947312,5,77000,81920,10.539236783981323,37768.72975110043,0.035364685114473104,2923222794240.0,0.013774289964945508,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T108000,0,L2_H4_E112,2,4,112,128,5947312,6,108000,114688,10.458637046813966,34844.028288990354,0.026172682410106063,4092511911936.0,0.01928400595092371,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T151000,0,L2_H4_E112,2,4,112,128,5947312,7,151000,163840,10.345945262908936,31130.560328646065,0.017908043111674488,5846445588480.0,0.027548579929891015,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T211000,0,L2_H4_E112,2,4,112,128,5947312,8,211000,212992,10.232628393173218,27795.47156801235,0.014887089375406504,7600379265024.0,0.03581315390885832,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T296000,0,L2_H4_E112,2,4,112,128,5947312,9,296000,311296,10.000809001922608,22044.292457913067,0.012482761987484992,11108246618112.0,0.05234230186679293,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T414000,0,L2_H4_E112,2,4,112,128,5947312,10,414000,425984,9.735243844985963,16902.956813495042,0.011694843880832195,15200758530048.0,0.07162630781771664,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T580000,0,L2_H4_E112,2,4,112,128,5947312,11,580000,589824,9.371703815460204,11751.119780037187,0.00980292831081897,21047204118528.0,0.09917488774760766,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T812000,0,L2_H4_E112,2,4,112,128,5947312,12,812000,819200,8.919906854629517,7479.392526452955,0.010675691301003098,29232227942400.0,0.13774289964945508,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T1137000,0,L2_H4_E112,2,4,112,128,5947312,13,1137000,1146880,8.402412414550781,4457.807867037381,0.011072302469983697,40925119119360.0,0.1928400595092371,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T1592000,0,L2_H4_E112,2,4,112,128,5947312,14,1592000,1605632,7.866896796226501,2609.455339162929,0.010805195197463036,57295166767104.0,0.26997608331293194,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T2229000,0,L2_H4_E112,2,4,112,128,5947312,15,2229000,2244608,7.510194873809814,1826.5694586854463,0.016951143159531057,80096304562176.0,0.3774155450395069,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T3121000,0,L2_H4_E112,2,4,112,128,5947312,16,3121000,3129344,7.386229848861694,1613.6110729189145,0.031980501022189856,111667110739968.0,0.5261778766609184,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T4370000,0,L2_H4_E112,2,4,112,128,5947312,17,4370000,4374528,7.2841390609741214,1457.0061992260696,0.04843222536146641,156100097212416.0,0.7355470841280901,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T6120000,0,L2_H4_E112,2,4,112,128,5947312,18,6120000,6127616,7.151420712471008,1275.9173798454801,0.08444412983953953,218657065009152.0,1.030316889377924,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T8570000,0,L2_H4_E112,2,4,112,128,5947312,19,8570000,8585216,6.987810683250427,1083.347088064969,0.14094762969762087,306353748836352.0,1.4435455883262893,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E112_B128_T12000000,0,L2_H4_E112,2,4,112,128,5947312,20,12000000,12009472,6.80878517627716,905.7697876853077,0.21149395406246185,428544461635584.0,2.0193109088610113,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T20000,0,L2_H4_E128,2,4,128,128,6846080,1,20000,32768,10.686230182647705,43749.26898131744,0.08645363990217447,1345994096640.0,0.004786388707114144,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T28000,0,L2_H4_E128,2,4,128,128,6846080,2,28000,32768,10.686044549942016,43741.148439886885,0.08490753639489412,1345994096640.0,0.004786388707114144,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T39000,0,L2_H4_E128,2,4,128,128,6846080,3,39000,49152,10.61361804008484,40685.13372994659,0.06337819015607238,2018991144960.0,0.007179583060671216,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T55000,0,L2_H4_E128,2,4,128,128,6846080,4,55000,65536,10.555129957199096,38373.790143952894,0.04391781287267804,2691988193280.0,0.009572777414228288,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T77000,0,L2_H4_E128,2,4,128,128,6846080,5,77000,81920,10.507652235031127,36594.4634112953,0.03392144571989775,3364985241600.0,0.01196597176778536,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T108000,0,L2_H4_E128,2,4,128,128,6846080,6,108000,114688,10.421807432174683,33584.08026969353,0.0253953468054533,4710979338240.0,0.016752360474899506,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T151000,0,L2_H4_E128,2,4,128,128,6846080,7,151000,163840,10.296631288528442,29632.626755505953,0.017641545040532947,6729970483200.0,0.02393194353557072,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T211000,0,L2_H4_E128,2,4,128,128,6846080,8,211000,212992,10.170322751998901,26116.504557960052,0.015139356721192598,8748961628160.0,0.031111526596241938,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T296000,0,L2_H4_E128,2,4,128,128,6846080,9,296000,311296,9.912453603744506,20180.12733291049,0.01165835710708052,12786943918080.0,0.04547069271758437,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T414000,0,L2_H4_E128,2,4,128,128,6846080,10,414000,425984,9.61347508430481,14965.084762269571,0.009913879446685314,17497923256320.0,0.062223053192483876,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T580000,0,L2_H4_E128,2,4,128,128,6846080,11,580000,589824,9.213177347183228,10028.410032294403,0.010410789400339127,24227893739520.0,0.0861549967280546,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T812000,0,L2_H4_E128,2,4,128,128,6846080,12,812000,819200,8.730642509460449,6189.703777097494,0.010015323292464018,33649852416000.0,0.1196597176778536,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T1137000,0,L2_H4_E128,2,4,128,128,6846080,13,1137000,1146880,8.191075754165649,3608.6021279611964,0.011649595107883215,47109793382400.0,0.16752360474899505,wikitext,wikitext-103-raw-v1,gpt2
s0_L2_H4_E128_B128_T1592000,0,L2_H4_E128,2,4,128,128,6846080,14,1592000,1605632,7.691748142242432,2190.1999986875726,0.01304394449107349,65953710735360.0,0.23453304664859306,wikitext,wikitext-103-raw-v1,gpt2
